"id";"title";"region";"region_id";"district";"population";"founded";"created_at";"updated_at"
"382";"Крымск";"Краснодарский край";"23";"Южный";"57370";"1862";"17/11/2022 16:53:31";"17/11/2022 16:53:31"
"383";"Курганинск";"Краснодарский край";"23";"Южный";"47974";"1855";"17/11/2022 16:53:31";"17/11/2022 16:53:31"
"384";"Лабинск";"Краснодарский край";"23";"Южный";"62822";"1841";"17/11/2022 16:53:31";"17/11/2022 16:53:31"
"385";"Новокубанск";"Краснодарский край";"23";"Южный";"34847";"1867";"17/11/2022 16:53:31";"17/11/2022 16:53:31"
"386";"Новороссийск";"Краснодарский край";"23";"Южный";"241788";"1838";"17/11/2022 16:53:31";"17/11/2022 16:53:31"
"387";"Приморско-Ахтарск";"Краснодарский край";"23";"Южный";"32253";"1854";"17/11/2022 16:53:32";"17/11/2022 16:53:32"
"388";"Славянск-на-Кубани";"Краснодарский край";"23";"Южный";"63768";"1865";"17/11/2022 16:53:32";"17/11/2022 16:53:32"
"389";"Сочи";"Краснодарский край";"23";"Южный";"343285";"1838";"17/11/2022 16:53:32";"17/11/2022 16:53:32"
"390";"Темрюк";"Краснодарский край";"23";"Южный";"38014";"1860";"17/11/2022 16:53:32";"17/11/2022 16:53:32"
"391";"Тимашёвск";"Краснодарский край";"23";"Южный";"53921";"1794";"17/11/2022 16:53:33";"17/11/2022 16:53:33"
"392";"Тихорецк";"Краснодарский край";"23";"Южный";"61825";"1895";"17/11/2022 16:53:33";"17/11/2022 16:53:33"
"393";"Туапсе";"Краснодарский край";"23";"Южный";"63233";"1838";"17/11/2022 16:53:33";"17/11/2022 16:53:33"
"394";"Усть-Лабинск";"Краснодарский край";"23";"Южный";"43268";"1794";"17/11/2022 16:53:33";"17/11/2022 16:53:33"
"395";"Хадыженск";"Краснодарский край";"23";"Южный";"21580";"1864";"17/11/2022 16:53:33";"17/11/2022 16:53:33"
"396";"Артёмовск";"Красноярский край";"24";"Сибирский";"2180";"1700";"17/11/2022 16:53:34";"17/11/2022 16:53:34"
"397";"Ачинск";"Красноярский край";"24";"Сибирский";"109156";"1683";"17/11/2022 16:53:34";"17/11/2022 16:53:34"
"398";"Боготол";"Красноярский край";"24";"Сибирский";"21029";"1893";"17/11/2022 16:53:34";"17/11/2022 16:53:34"
"399";"Бородино";"Красноярский край";"24";"Сибирский";"17423";"1949";"17/11/2022 16:53:34";"17/11/2022 16:53:34"
"400";"Дивногорск";"Красноярский край";"24";"Сибирский";"28271";"1956";"17/11/2022 16:53:35";"17/11/2022 16:53:35"
"401";"Дудинка";"Красноярский край";"24";"Сибирский";"22207";"1667";"17/11/2022 16:53:35";"17/11/2022 16:53:35"
"402";"Енисейск";"Красноярский край";"24";"Сибирский";"18769";"1619";"17/11/2022 16:53:35";"17/11/2022 16:53:35"
"403";"Железногорск";"Красноярский край";"24";"Сибирский";"85559";"1950";"17/11/2022 16:53:35";"17/11/2022 16:53:35"
"404";"Заозёрный";"Красноярский край";"24";"Сибирский";"10683";"1776";"17/11/2022 16:53:35";"17/11/2022 16:53:35"
"405";"Зеленогорск";"Красноярский край";"24";"Сибирский";"66018";"1956";"17/11/2022 16:53:36";"17/11/2022 16:53:36"
"406";"Игарка";"Красноярский край";"24";"Сибирский";"6183";"1929";"17/11/2022 16:53:36";"17/11/2022 16:53:36"
"407";"Иланский";"Красноярский край";"24";"Сибирский";"16108";"1646";"17/11/2022 16:53:36";"17/11/2022 16:53:36"
"408";"Канск";"Красноярский край";"24";"Сибирский";"94230";"1636";"17/11/2022 16:53:36";"17/11/2022 16:53:36"
"409";"Кодинск";"Красноярский край";"24";"Сибирский";"14835";"1977";"17/11/2022 16:53:37";"17/11/2022 16:53:37"
"410";"Красноярск";"Красноярский край";"24";"Сибирский";"1000000";"1628";"17/11/2022 16:53:37";"17/11/2022 16:53:37"
"411";"Лесосибирск";"Красноярский край";"24";"Сибирский";"61146";"1975";"17/11/2022 16:53:37";"17/11/2022 16:53:37"
"412";"Минусинск";"Красноярский край";"24";"Сибирский";"71171";"1739";"17/11/2022 16:53:37";"17/11/2022 16:53:37"
"413";"Назарово";"Красноярский край";"24";"Сибирский";"52829";"1700";"17/11/2022 16:53:37";"17/11/2022 16:53:37"
"414";"Норильск";"Красноярский край";"24";"Сибирский";"175301";"1935";"17/11/2022 16:53:38";"17/11/2022 16:53:38"
"415";"Сосновоборск";"Красноярский край";"24";"Сибирский";"33090";"1971";"17/11/2022 16:53:38";"17/11/2022 16:53:38"
"416";"Ужур";"Красноярский край";"24";"Сибирский";"16079";"1760";"17/11/2022 16:53:38";"17/11/2022 16:53:38"
"417";"Уяр";"Красноярский край";"24";"Сибирский";"12666";"1760";"17/11/2022 16:53:38";"17/11/2022 16:53:38"
"418";"Шарыпово";"Красноярский край";"24";"Сибирский";"38570";"18 век";"17/11/2022 16:53:38";"17/11/2022 16:53:38"
"419";"Далматово";"Курганская область";"45";"Уральский";"13913";"1644";"17/11/2022 16:53:39";"17/11/2022 16:53:39"
"420";"Катайск";"Курганская область";"45";"Уральский";"14017";"1655";"17/11/2022 16:53:39";"17/11/2022 16:53:39"
"421";"Курган";"Курганская область";"45";"Уральский";"333640";"1679";"17/11/2022 16:53:39";"17/11/2022 16:53:39"
"422";"Куртамыш";"Курганская область";"45";"Уральский";"17098";"1745";"17/11/2022 16:53:39";"17/11/2022 16:53:39"
"423";"Макушино";"Курганская область";"45";"Уральский";"8337";"17 век";"17/11/2022 16:53:40";"17/11/2022 16:53:40"
"424";"Петухово";"Курганская область";"45";"Уральский";"11291";"1779";"17/11/2022 16:53:40";"17/11/2022 16:53:40"
"425";"Шадринск";"Курганская область";"45";"Уральский";"77744";"1662";"17/11/2022 16:53:40";"17/11/2022 16:53:40"
"426";"Шумиха";"Курганская область";"45";"Уральский";"17821";"1892";"17/11/2022 16:53:40";"17/11/2022 16:53:40"
"427";"Щучье";"Курганская область";"45";"Уральский";"10971";"1750";"17/11/2022 16:53:40";"17/11/2022 16:53:40"
"428";"Дмитриев";"Курская область";"46";"Центральный";"7721";"1779";"17/11/2022 16:53:41";"17/11/2022 16:53:41"
"429";"Железногорск";"Курская область";"46";"Центральный";"95057";"1957";"17/11/2022 16:53:41";"17/11/2022 16:53:41"
"430";"Курск";"Курская область";"46";"Центральный";"414595";"1032";"17/11/2022 16:53:41";"17/11/2022 16:53:41"
"431";"Курчатов";"Курская область";"46";"Центральный";"42691";"1968";"17/11/2022 16:53:41";"17/11/2022 16:53:41"
"432";"Льгов";"Курская область";"46";"Центральный";"21452";"1152";"17/11/2022 16:53:42";"17/11/2022 16:53:42"
"433";"Обоянь";"Курская область";"46";"Центральный";"13562";"1639";"17/11/2022 16:53:42";"17/11/2022 16:53:42"
"434";"Рыльск";"Курская область";"46";"Центральный";"15667";"1152";"17/11/2022 16:53:42";"17/11/2022 16:53:42"
"435";"Суджа";"Курская область";"46";"Центральный";"6036";"16 век";"17/11/2022 16:53:42";"17/11/2022 16:53:42"
"436";"Фатеж";"Курская область";"46";"Центральный";"5404";"16 век";"17/11/2022 16:53:42";"17/11/2022 16:53:42"
"437";"Щигры";"Курская область";"46";"Центральный";"17043";"18 век";"17/11/2022 16:53:43";"17/11/2022 16:53:43"
"438";"Бокситогорск";"Ленинградская область";"47";"Северо-Западный";"16593";"1929";"17/11/2022 16:53:43";"17/11/2022 16:53:43"
"439";"Волосово";"Ленинградская область";"47";"Северо-Западный";"12162";"1870";"17/11/2022 16:53:43";"17/11/2022 16:53:43"
"440";"Волхов";"Ленинградская область";"47";"Северо-Западный";"47344";"1918";"17/11/2022 16:53:43";"17/11/2022 16:53:43"
"441";"Всеволожск";"Ленинградская область";"47";"Северо-Западный";"59689";"1892";"17/11/2022 16:53:43";"17/11/2022 16:53:43"
"442";"Выборг";"Ленинградская область";"47";"Северо-Западный";"80013";"1293";"17/11/2022 16:53:44";"17/11/2022 16:53:44"
"443";"Высоцк";"Ленинградская область";"47";"Северо-Западный";"1244";"1532";"17/11/2022 16:53:44";"17/11/2022 16:53:44"
"444";"Гатчина";"Ленинградская область";"47";"Северо-Западный";"92566";"1499";"17/11/2022 16:53:44";"17/11/2022 16:53:44"
"445";"Ивангород";"Ленинградская область";"47";"Северо-Западный";"9797";"1492";"17/11/2022 16:53:44";"17/11/2022 16:53:44"
"446";"Каменногорск";"Ленинградская область";"47";"Северо-Западный";"6761";"1597";"17/11/2022 16:53:45";"17/11/2022 16:53:45"
"447";"Кингисепп";"Ленинградская область";"47";"Северо-Западный";"48667";"1384";"17/11/2022 16:53:45";"17/11/2022 16:53:45"
"448";"Кириши";"Ленинградская область";"47";"Северо-Западный";"52826";"1693";"17/11/2022 16:53:45";"17/11/2022 16:53:45"
"449";"Кировск";"Ленинградская область";"47";"Северо-Западный";"25633";"1931";"17/11/2022 16:53:45";"17/11/2022 16:53:45"
"450";"Коммунар";"Ленинградская область";"47";"Северо-Западный";"20265";"1840-е";"17/11/2022 16:53:45";"17/11/2022 16:53:45"
"451";"Лодейное Поле";"Ленинградская область";"47";"Северо-Западный";"21053";"1702";"17/11/2022 16:53:46";"17/11/2022 16:53:46"
"452";"Луга";"Ленинградская область";"47";"Северо-Западный";"36409";"1777";"17/11/2022 16:53:46";"17/11/2022 16:53:46"
"453";"Любань";"Ленинградская область";"47";"Северо-Западный";"4188";"1499";"17/11/2022 16:53:46";"17/11/2022 16:53:46"
"454";"Никольское";"Ленинградская область";"47";"Северо-Западный";"19345";"1710";"17/11/2022 16:53:46";"17/11/2022 16:53:46"
"455";"Новая Ладога";"Ленинградская область";"47";"Северо-Западный";"8890";"1704";"17/11/2022 16:53:47";"17/11/2022 16:53:47"
"456";"Отрадное";"Ленинградская область";"47";"Северо-Западный";"23874";"1708";"17/11/2022 16:53:47";"17/11/2022 16:53:47"
"457";"Пикалёво";"Ленинградская область";"47";"Северо-Западный";"21567";"1620";"17/11/2022 16:53:47";"17/11/2022 16:53:47"
"458";"Подпорожье";"Ленинградская область";"47";"Северо-Западный";"18729";"1936";"17/11/2022 16:53:47";"17/11/2022 16:53:47"
"459";"Приморск";"Ленинградская область";"47";"Северо-Западный";"6122";"1268";"17/11/2022 16:53:47";"17/11/2022 16:53:47"
"460";"Приозерск";"Ленинградская область";"47";"Северо-Западный";"18929";"12 век";"17/11/2022 16:53:48";"17/11/2022 16:53:48"
"461";"Светогорск";"Ленинградская область";"47";"Северо-Западный";"15973";"1887";"17/11/2022 16:53:48";"17/11/2022 16:53:48"
"462";"Сертолово";"Ленинградская область";"47";"Северо-Западный";"47854";"1936";"17/11/2022 16:53:48";"17/11/2022 16:53:48"
"463";"Сланцы";"Ленинградская область";"47";"Северо-Западный";"33587";"1934";"17/11/2022 16:53:48";"17/11/2022 16:53:48"
"464";"Сосновый Бор";"Ленинградская область";"47";"Северо-Западный";"65901";"1958";"17/11/2022 16:53:48";"17/11/2022 16:53:48"
"465";"Сясьстрой";"Ленинградская область";"47";"Северо-Западный";"13747";"1926";"17/11/2022 16:53:49";"17/11/2022 16:53:49"
"466";"Тихвин";"Ленинградская область";"47";"Северо-Западный";"58843";"1383";"17/11/2022 16:53:49";"17/11/2022 16:53:49"
"467";"Тосно";"Ленинградская область";"47";"Северо-Западный";"39127";"1500";"17/11/2022 16:53:49";"17/11/2022 16:53:49"
"468";"Шлиссельбург";"Ленинградская область";"47";"Северо-Западный";"13305";"1323";"17/11/2022 16:53:49";"17/11/2022 16:53:49"
"469";"Грязи";"Липецкая область";"48";"Центральный";"46798";"1868";"17/11/2022 16:53:50";"17/11/2022 16:53:50"
"470";"Данков";"Липецкая область";"48";"Центральный";"21056";"1563";"17/11/2022 16:53:50";"17/11/2022 16:53:50"
"471";"Елец";"Липецкая область";"48";"Центральный";"108404";"1146";"17/11/2022 16:53:50";"17/11/2022 16:53:50"
"472";"Задонск";"Липецкая область";"48";"Центральный";"9695";"1615";"17/11/2022 16:53:50";"17/11/2022 16:53:50"
"473";"Лебедянь";"Липецкая область";"48";"Центральный";"20991";"1605";"17/11/2022 16:53:50";"17/11/2022 16:53:50"
"474";"Липецк";"Липецкая область";"48";"Центральный";"508124";"1703";"17/11/2022 16:53:51";"17/11/2022 16:53:51"
"475";"Усмань";"Липецкая область";"48";"Центральный";"18752";"1645";"17/11/2022 16:53:51";"17/11/2022 16:53:51"
"476";"Чаплыгин";"Липецкая область";"48";"Центральный";"12656";"1638";"17/11/2022 16:53:51";"17/11/2022 16:53:51"
"477";"Магадан";"Магаданская область";"49";"Дальневосточный";"95925";"1929";"17/11/2022 16:53:51";"17/11/2022 16:53:51"
"478";"Сусуман";"Магаданская область";"49";"Дальневосточный";"5865";"1938";"17/11/2022 16:53:52";"17/11/2022 16:53:52"
"479";"Волжск";"Республика Марий Эл";"12";"Приволжский";"55671";"16 век";"17/11/2022 16:53:52";"17/11/2022 16:53:52"
"480";"Звенигово";"Республика Марий Эл";"12";"Приволжский";"11945";"1860";"17/11/2022 16:53:52";"17/11/2022 16:53:52"
"481";"Йошкар-Ола";"Республика Марий Эл";"12";"Приволжский";"248688";"1584";"17/11/2022 16:53:52";"17/11/2022 16:53:52"
"482";"Козьмодемьянск";"Республика Марий Эл";"12";"Приволжский";"21262";"1583";"17/11/2022 16:53:52";"17/11/2022 16:53:52"
"483";"Ардатов";"Республика Мордовия";"13";"Приволжский";"9400";"1671";"17/11/2022 16:53:53";"17/11/2022 16:53:53"
"484";"Инсар";"Республика Мордовия";"13";"Приволжский";"8687";"1648";"17/11/2022 16:53:53";"17/11/2022 16:53:53"
"485";"Ковылкино";"Республика Мордовия";"13";"Приволжский";"21307";"1892";"17/11/2022 16:53:53";"17/11/2022 16:53:53"
"486";"Краснослободск";"Республика Мордовия";"13";"Приволжский";"10151";"1571";"17/11/2022 16:53:53";"17/11/2022 16:53:53"
"487";"Рузаевка";"Республика Мордовия";"13";"Приволжский";"47529";"1631";"17/11/2022 16:53:53";"17/11/2022 16:53:53"
"488";"Саранск";"Республика Мордовия";"13";"Приволжский";"297425";"1641";"17/11/2022 16:53:54";"17/11/2022 16:53:54"
"489";"Темников";"Республика Мордовия";"13";"Приволжский";"7247";"12 век";"17/11/2022 16:53:54";"17/11/2022 16:53:54"
"490";"Москва";"Москва";"77";"Центральный";"11514330";"1147";"17/11/2022 16:53:54";"17/11/2022 16:53:54"
"491";"Апрелевка";"Московская область";"50";"Центральный";"18467";"1899";"17/11/2022 16:53:54";"17/11/2022 16:53:54"
"492";"Балашиха";"Московская область";"50";"Центральный";"215353";"1830";"17/11/2022 16:53:55";"17/11/2022 16:53:55"
"493";"Бронницы";"Московская область";"50";"Центральный";"21102";"1453";"17/11/2022 16:53:55";"17/11/2022 16:53:55"
"494";"Верея";"Московская область";"50";"Центральный";"5368";"1371";"17/11/2022 16:53:55";"17/11/2022 16:53:55"
"495";"Видное";"Московская область";"50";"Центральный";"56798";"1949";"17/11/2022 16:53:55";"17/11/2022 16:53:55"
"496";"Волоколамск";"Московская область";"50";"Центральный";"23386";"1135";"17/11/2022 16:53:55";"17/11/2022 16:53:55"
"497";"Воскресенск";"Московская область";"50";"Центральный";"91301";"1862";"17/11/2022 16:53:56";"17/11/2022 16:53:56"
"498";"Высоковск";"Московская область";"50";"Центральный";"10642";"1864";"17/11/2022 16:53:56";"17/11/2022 16:53:56"
"499";"Голицыно";"Московская область";"50";"Центральный";"17447";"1872";"17/11/2022 16:53:56";"17/11/2022 16:53:56"
"500";"Дедовск";"Московская область";"50";"Центральный";"29280";"1911";"17/11/2022 16:53:56";"17/11/2022 16:53:56"
"501";"Дзержинский";"Московская область";"50";"Центральный";"47125";"1380-е";"17/11/2022 16:53:57";"17/11/2022 16:53:57"
"502";"Дмитров";"Московская область";"50";"Центральный";"61454";"1154";"17/11/2022 16:53:57";"17/11/2022 16:53:57"
"503";"Долгопрудный";"Московская область";"50";"Центральный";"90976";"1931";"17/11/2022 16:53:57";"17/11/2022 16:53:57"
"504";"Домодедово";"Московская область";"50";"Центральный";"96123";"1900";"17/11/2022 16:53:57";"17/11/2022 16:53:57"
"505";"Дрезна";"Московская область";"50";"Центральный";"11815";"1897";"17/11/2022 16:53:57";"17/11/2022 16:53:57"
"506";"Дубна";"Московская область";"50";"Центральный";"70569";"1956";"17/11/2022 16:53:58";"17/11/2022 16:53:58"
"507";"Егорьевск";"Московская область";"50";"Центральный";"70133";"1462";"17/11/2022 16:53:58";"17/11/2022 16:53:58"
"508";"Железнодорожный";"Московская область";"50";"Центральный";"131729";"1861";"17/11/2022 16:53:58";"17/11/2022 16:53:58"
"509";"Жуковский";"Московская область";"50";"Центральный";"102729";"1947";"17/11/2022 16:53:58";"17/11/2022 16:53:58"
"510";"Зарайск";"Московская область";"50";"Центральный";"24648";"1146";"17/11/2022 16:53:58";"17/11/2022 16:53:58"
"511";"Звенигород";"Московская область";"50";"Центральный";"16395";"1152";"17/11/2022 16:53:59";"17/11/2022 16:53:59"
"512";"Ивантеевка";"Московская область";"50";"Центральный";"58594";"1564";"17/11/2022 16:53:59";"17/11/2022 16:53:59"
"513";"Истра";"Московская область";"50";"Центральный";"35106";"1589";"17/11/2022 16:53:59";"17/11/2022 16:53:59"
"514";"Кашира";"Московская область";"50";"Центральный";"41880";"1356";"17/11/2022 16:53:59";"17/11/2022 16:53:59"
"515";"Климовск";"Московская область";"50";"Центральный";"56113";"1882";"17/11/2022 16:54:00";"17/11/2022 16:54:00"
"516";"Клин";"Московская область";"50";"Центральный";"80584";"1317";"17/11/2022 16:54:00";"17/11/2022 16:54:00"
"517";"Коломна";"Московская область";"50";"Центральный";"144642";"1177";"17/11/2022 16:54:00";"17/11/2022 16:54:00"
"518";"Котельники";"Московская область";"50";"Центральный";"32347";"17 век";"17/11/2022 16:54:00";"17/11/2022 16:54:00"
"519";"Королёв";"Московская область";"50";"Центральный";"183452";"1938";"17/11/2022 16:54:00";"17/11/2022 16:54:00"
"520";"Красноармейск";"Московская область";"50";"Центральный";"26294";"1928";"17/11/2022 16:54:01";"17/11/2022 16:54:01"
"521";"Красногорск";"Московская область";"50";"Центральный";"116738";"1932";"17/11/2022 16:54:01";"17/11/2022 16:54:01"
"522";"Краснозаводск";"Московская область";"50";"Центральный";"13432";"1916";"17/11/2022 16:54:01";"17/11/2022 16:54:01"
"523";"Краснознаменск";"Московская область";"50";"Центральный";"36057";"1952";"17/11/2022 16:54:01";"17/11/2022 16:54:01"
"524";"Кубинка";"Московская область";"50";"Центральный";"22918";"15 век";"17/11/2022 16:54:02";"17/11/2022 16:54:02"
"525";"Куровское";"Московская область";"50";"Центральный";"21821";"1646";"17/11/2022 16:54:02";"17/11/2022 16:54:02"
"526";"Ликино-Дулёво";"Московская область";"50";"Центральный";"31331";"1930";"17/11/2022 16:54:02";"17/11/2022 16:54:02"
"527";"Лобня";"Московская область";"50";"Центральный";"74350";"1902";"17/11/2022 16:54:02";"17/11/2022 16:54:02"
"528";"Лосино-Петровский";"Московская область";"50";"Центральный";"22550";"1708";"17/11/2022 16:54:02";"17/11/2022 16:54:02"
"529";"Луховицы";"Московская область";"50";"Центральный";"29849";"1594";"17/11/2022 16:54:03";"17/11/2022 16:54:03"
"530";"Лыткарино";"Московская область";"50";"Центральный";"55147";"15 век";"17/11/2022 16:54:03";"17/11/2022 16:54:03"
"531";"Люберцы";"Московская область";"50";"Центральный";"171978";"1623";"17/11/2022 16:54:03";"17/11/2022 16:54:03"
"532";"Можайск";"Московская область";"50";"Центральный";"31388";"1231";"17/11/2022 16:54:03";"17/11/2022 16:54:03"
"533";"Московский";"Москва";"77";"Центральный";"17363";"1969";"17/11/2022 16:54:04";"17/11/2022 16:54:04"
"534";"Мытищи";"Московская область";"50";"Центральный";"173341";"1460";"17/11/2022 16:54:04";"17/11/2022 16:54:04"
"535";"Наро-Фоминск";"Московская область";"50";"Центральный";"64640";"1840";"17/11/2022 16:54:04";"17/11/2022 16:54:04"
"536";"Ногинск";"Московская область";"50";"Центральный";"99762";"1389";"17/11/2022 16:54:04";"17/11/2022 16:54:04"
"537";"Одинцово";"Московская область";"50";"Центральный";"139021";"1470";"17/11/2022 16:54:04";"17/11/2022 16:54:04"
"538";"Ожерелье";"Московская область";"50";"Центральный";"10444";"1578";"17/11/2022 16:54:05";"17/11/2022 16:54:05"
"539";"Озёры";"Московская область";"50";"Центральный";"25788";"1834";"17/11/2022 16:54:05";"17/11/2022 16:54:05"
"540";"Орехово-Зуево";"Московская область";"50";"Центральный";"120620";"1917";"17/11/2022 16:54:05";"17/11/2022 16:54:05"
"541";"Павловский Посад";"Московская область";"50";"Центральный";"63771";"1328";"17/11/2022 16:54:05";"17/11/2022 16:54:05"
"542";"Пересвет";"Московская область";"50";"Центральный";"14142";"1948";"17/11/2022 16:54:06";"17/11/2022 16:54:06"
"543";"Подольск";"Московская область";"50";"Центральный";"187956";"1559";"17/11/2022 16:54:06";"17/11/2022 16:54:06"
"544";"Протвино";"Московская область";"50";"Центральный";"37308";"1960";"17/11/2022 16:54:06";"17/11/2022 16:54:06"
"545";"Пушкино";"Московская область";"50";"Центральный";"102840";"1499";"17/11/2022 16:54:06";"17/11/2022 16:54:06"
"546";"Пущино";"Московская область";"50";"Центральный";"20263";"1956";"17/11/2022 16:54:06";"17/11/2022 16:54:06"
"547";"Раменское";"Московская область";"50";"Центральный";"96355";"1378";"17/11/2022 16:54:07";"17/11/2022 16:54:07"
"548";"Реутов";"Московская область";"50";"Центральный";"87195";"15 век";"17/11/2022 16:54:07";"17/11/2022 16:54:07"
"549";"Рошаль";"Московская область";"50";"Центральный";"21265";"1916";"17/11/2022 16:54:07";"17/11/2022 16:54:07"
"550";"Руза";"Московская область";"50";"Центральный";"13495";"1328";"17/11/2022 16:54:07";"17/11/2022 16:54:07"
"551";"Сергиев Посад";"Московская область";"50";"Центральный";"110878";"1337";"17/11/2022 16:54:07";"17/11/2022 16:54:07"
"552";"Серпухов";"Московская область";"50";"Центральный";"126496";"1339";"17/11/2022 16:54:08";"17/11/2022 16:54:08"
"553";"Солнечногорск";"Московская область";"50";"Центральный";"52996";"18 век";"17/11/2022 16:54:08";"17/11/2022 16:54:08"
"554";"Старая Купавна";"Московская область";"50";"Центральный";"21859";"14 век";"17/11/2022 16:54:08";"17/11/2022 16:54:08"
"555";"Ступино";"Московская область";"50";"Центральный";"66942";"1938";"17/11/2022 16:54:08";"17/11/2022 16:54:08"
"556";"Талдом";"Московская область";"50";"Центральный";"13819";"1929";"17/11/2022 16:54:09";"17/11/2022 16:54:09"
"557";"Троицк";"Москва";"77";"Центральный";"39874";"17 век";"17/11/2022 16:54:09";"17/11/2022 16:54:09"
"558";"Фрязино";"Московская область";"50";"Центральный";"55449";"1584";"17/11/2022 16:54:09";"17/11/2022 16:54:09"
"559";"Химки";"Московская область";"50";"Центральный";"207125";"1850";"17/11/2022 16:54:09";"17/11/2022 16:54:09"
"560";"Хотьково";"Московская область";"50";"Центральный";"21612";"1308";"17/11/2022 16:54:09";"17/11/2022 16:54:09"
"561";"Черноголовка";"Московская область";"50";"Центральный";"20986";"1710";"17/11/2022 16:54:10";"17/11/2022 16:54:10"
"562";"Чехов";"Московская область";"50";"Центральный";"60677";"1175";"17/11/2022 16:54:10";"17/11/2022 16:54:10"
"563";"Шатура";"Московская область";"50";"Центральный";"32836";"1423";"17/11/2022 16:54:10";"17/11/2022 16:54:10"
"564";"Щёлково";"Московская область";"50";"Центральный";"110380";"16 век";"17/11/2022 16:54:10";"17/11/2022 16:54:10"
"565";"Щербинка";"Москва";"77";"Центральный";"32836";"14 век";"17/11/2022 16:54:11";"17/11/2022 16:54:11"
"566";"Электрогорск";"Московская область";"50";"Центральный";"22120";"1912";"17/11/2022 16:54:11";"17/11/2022 16:54:11"
"567";"Электросталь";"Московская область";"50";"Центральный";"155324";"1916";"17/11/2022 16:54:11";"17/11/2022 16:54:11"
"568";"Электроугли";"Московская область";"50";"Центральный";"20120";"1899";"17/11/2022 16:54:11";"17/11/2022 16:54:11"
"569";"Юбилейный";"Московская область";"50";"Центральный";"33221";"1972";"17/11/2022 16:54:11";"17/11/2022 16:54:11"
"570";"Яхрома";"Московская область";"50";"Центральный";"13248";"1841";"17/11/2022 16:54:12";"17/11/2022 16:54:12"
"571";"Апатиты";"Мурманская область";"51";"Северо-Западный";"59690";"1926";"17/11/2022 16:54:12";"17/11/2022 16:54:12"
"572";"Гаджиево";"Мурманская область";"51";"Северо-Западный";"11089";"1957";"17/11/2022 16:54:12";"17/11/2022 16:54:12"
"573";"Заозёрск";"Мурманская область";"51";"Северо-Западный";"11206";"1958";"17/11/2022 16:54:12";"17/11/2022 16:54:12"
"574";"Заполярный";"Мурманская область";"51";"Северо-Западный";"15835";"1956";"17/11/2022 16:54:13";"17/11/2022 16:54:13"
"575";"Кандалакша";"Мурманская область";"51";"Северо-Западный";"35659";"11 век";"17/11/2022 16:54:13";"17/11/2022 16:54:13"
"576";"Кировск";"Мурманская область";"51";"Северо-Западный";"28659";"1929";"17/11/2022 16:54:13";"17/11/2022 16:54:13"
"577";"Ковдор";"Мурманская область";"51";"Северо-Западный";"18836";"1953";"17/11/2022 16:54:13";"17/11/2022 16:54:13"
"578";"Кола";"Мурманская область";"51";"Северо-Западный";"10447";"1517";"17/11/2022 16:54:13";"17/11/2022 16:54:13"
"579";"Мончегорск";"Мурманская область";"51";"Северо-Западный";"45381";"1937";"17/11/2022 16:54:14";"17/11/2022 16:54:14"
"580";"Мурманск";"Мурманская область";"51";"Северо-Западный";"307664";"1916";"17/11/2022 16:54:14";"17/11/2022 16:54:14"
"581";"Оленегорск";"Мурманская область";"51";"Северо-Западный";"23079";"1949";"17/11/2022 16:54:14";"17/11/2022 16:54:14"
"582";"Островной";"Мурманская область";"51";"Северо-Западный";"2177";"1611";"17/11/2022 16:54:14";"17/11/2022 16:54:14"
"583";"Полярные Зори";"Мурманская область";"51";"Северо-Западный";"15106";"1968";"17/11/2022 16:54:14";"17/11/2022 16:54:14"
"584";"Полярный";"Мурманская область";"51";"Северо-Западный";"17304";"1896";"17/11/2022 16:54:15";"17/11/2022 16:54:15"
"585";"Североморск";"Мурманская область";"51";"Северо-Западный";"50076";"1896";"17/11/2022 16:54:15";"17/11/2022 16:54:15"
"586";"Снежногорск";"Мурманская область";"51";"Северо-Западный";"12698";"1970";"17/11/2022 16:54:15";"17/11/2022 16:54:15"
"587";"Нарьян-Мар";"Ненецкий автономный округ.";"83";"Северо-Западный";"21296";"1929";"17/11/2022 16:54:15";"17/11/2022 16:54:15"
"588";"Арзамас";"Нижегородская область";"52";"Приволжский";"106367";"1552";"17/11/2022 16:54:16";"17/11/2022 16:54:16"
"589";"Балахна";"Нижегородская область";"52";"Приволжский";"51526";"1399";"17/11/2022 16:54:16";"17/11/2022 16:54:16"
"590";"Богородск";"Нижегородская область";"52";"Приволжский";"25497";"1570";"17/11/2022 16:54:16";"17/11/2022 16:54:16"
"591";"Бор";"Нижегородская область";"52";"Приволжский";"78079";"14 век";"17/11/2022 16:54:16";"17/11/2022 16:54:16"
"592";"Ветлуга";"Нижегородская область";"52";"Приволжский";"8956";"1606";"17/11/2022 16:54:16";"17/11/2022 16:54:16"
"593";"Володарск";"Нижегородская область";"52";"Приволжский";"9924";"1932";"17/11/2022 16:54:17";"17/11/2022 16:54:17"
"594";"Ворсма";"Нижегородская область";"52";"Приволжский";"11622";"16 век";"17/11/2022 16:54:17";"17/11/2022 16:54:17"
"595";"Выкса";"Нижегородская область";"52";"Приволжский";"56196";"1757";"17/11/2022 16:54:17";"17/11/2022 16:54:17"
"596";"Горбатов";"Нижегородская область";"52";"Приволжский";"2278";"16 век";"17/11/2022 16:54:17";"17/11/2022 16:54:17"
"597";"Городец";"Нижегородская область";"52";"Приволжский";"30699";"12 век";"17/11/2022 16:54:18";"17/11/2022 16:54:18"
